id_cuenta,id_distrito_creacion,pago_cuota,fecha_creacion_cuente,client_id
A00001762,28,Monthly Issuance,2013-12-11,2136
A00000061,70,Monthly Issuance,2013-12-11,70
A00000061,70,Monthly Issuance,2013-12-11,71
A00000391,36,Monthly Issuance,2013-12-11,472
A00002305,1,Monthly Issuance,2013-12-11,2789
A00001588,67,Monthly Issuance,2013-12-11,1924
A00000183,43,Monthly Issuance,2013-12-12,223
A00000365,74,Monthly Issuance,2013-12-12,444
A00002476,32,Monthly Issuance,2013-12-12,2990
A00002476,32,Monthly Issuance,2013-12-12,2991
A00000347,65,Monthly Issuance,2013-12-13,424
A00001877,76,Monthly Issuance,2013-12-13,2278
A00003196,1,Monthly Issuance,2013-12-13,3863
A00003196,1,Monthly Issuance,2013-12-13,3864
A00002928,55,Monthly Issuance,2013-12-14,3536
A00001225,4,Monthly Issuance,2013-12-14,1478
A00003825,7,Monthly Issuance,2013-12-14,4609
A00000180,55,Weekly Issuance,2013-12-14,219
A00002813,24,Monthly Issuance,2013-12-15,3397
A00002813,24,Monthly Issuance,2013-12-15,3398
A00001605,72,Monthly Issuance,2013-12-16,1946
A00001792,7,Monthly Issuance,2013-12-16,2172
A00001604,54,Monthly Issuance,2013-12-16,1945
A00000883,1,Monthly Issuance,2013-12-17,1064
A00000441,27,Weekly Issuance,2013-12-17,531
A00000441,27,Weekly Issuance,2013-12-17,532
A00003429,73,Monthly Issuance,2013-12-17,4145
A00004514,69,Monthly Issuance,2013-12-18,5445
A00001088,32,Monthly Issuance,2013-12-19,1306
A00003094,56,Monthly Issuance,2013-12-20,3742
A00003094,56,Monthly Issuance,2013-12-20,3743
A00001768,15,Monthly Issuance,2013-12-20,2144
A00002768,73,Monthly Issuance,2013-12-20,3342
A00002257,57,Monthly Issuance,2013-12-21,2732
A00001882,1,Monthly Issuance,2013-12-21,2283
A00000719,30,Monthly Issuance,2013-12-21,862
A00005092,74,Monthly Issuance,2013-12-21,6144
A00003292,1,Monthly Issuance,2013-12-21,3983
A00003604,75,Monthly Issuance,2013-12-22,4347
A00002733,76,Monthly Issuance,2013-12-22,3299
A00003669,76,Monthly Issuance,2013-12-22,4422
A00001940,52,Monthly Issuance,2013-12-22,2356
A00001940,52,Monthly Issuance,2013-12-22,2357
A00003056,55,Monthly Issuance,2013-12-22,3695
A00003056,55,Monthly Issuance,2013-12-22,3696
A00001419,33,Monthly Issuance,2013-12-22,1720
A00001419,33,Monthly Issuance,2013-12-22,1721
A00002971,76,Weekly Issuance,2013-12-23,3588
A00001959,62,Monthly Issuance,2013-12-24,2382
A00003164,33,Monthly Issuance,2013-12-24,3826
A00003164,33,Monthly Issuance,2013-12-24,3827
A00003197,1,Monthly Issuance,2013-12-25,3865
A00003197,1,Monthly Issuance,2013-12-25,3866
A00002770,42,Monthly Issuance,2013-12-25,3344
A00007944,59,Monthly Issuance,2013-12-27,9820
A00001080,55,Monthly Issuance,2013-12-27,1296
A00006148,74,Monthly Issuance,2013-12-27,7422
A00006148,74,Monthly Issuance,2013-12-27,7423
A00002010,1,Monthly Issuance,2013-12-27,2441
A00002010,1,Monthly Issuance,2013-12-27,2442
A00003135,72,Monthly Issuance,2013-12-27,3791
A00001098,47,Monthly Issuance,2013-12-28,1318
A00000100,41,Monthly Issuance,2013-12-28,121
A00002913,8,Monthly Issuance,2013-12-28,3520
A00001153,35,Monthly Issuance,2013-12-29,1387
A00001635,19,Monthly Issuance,2013-12-29,1981
A00002842,14,Monthly Issuance,2013-12-29,3435
A00003759,1,Monthly Issuance,2013-12-29,4535
A00003594,29,Monthly Issuance,2013-12-30,4337
A00002778,38,Monthly Issuance,2013-12-30,3355
A00002161,15,Weekly Issuance,2013-12-30,2615
A00002789,14,Monthly Issuance,2014-01-01,3368
A00001552,18,Monthly Issuance,2014-01-02,1883
A00000628,72,Monthly Issuance,2014-01-03,755
A00001458,29,Monthly Issuance,2014-01-03,1768
A00002673,34,Monthly Issuance,2014-01-04,3228
A00001788,1,Monthly Issuance,2014-01-04,2167
A00001193,29,Monthly Issuance,2014-01-05,1439
A00000969,19,Monthly Issuance,2014-01-08,1168
A00001512,1,Monthly Issuance,2014-01-08,1832
A00003997,62,Monthly Issuance,2014-01-13,4819
A00002179,1,Weekly Issuance,2014-01-14,2638
A00001164,35,Monthly Issuance,2014-01-14,1401
A00004774,66,Monthly Issuance,2014-01-14,5760
A00004774,66,Monthly Issuance,2014-01-14,5761
A00004413,74,Weekly Issuance,2014-01-15,5318
A00004413,74,Weekly Issuance,2014-01-15,5319
A00001824,52,Monthly Issuance,2014-01-17,2212
A00001231,7,Monthly Issuance,2014-01-18,1485
A00001231,7,Monthly Issuance,2014-01-18,1486
A00002664,58,Monthly Issuance,2014-01-20,3216
A00001627,1,Monthly Issuance,2014-01-20,1972
A00009104,10,Monthly Issuance,2014-01-21,11208
A00002326,70,Monthly Issuance,2014-01-24,2813
A00004356,47,Monthly Issuance,2014-01-26,5247
A00003667,55,Monthly Issuance,2014-01-26,4420
A00000742,77,Monthly Issuance,2014-01-28,890
A00002538,42,Monthly Issuance,2014-01-30,3064
A00000127,29,Monthly Issuance,2014-02-02,152
A00000726,76,Monthly Issuance,2014-02-03,871
A00004907,42,Monthly Issuance,2014-02-06,5928
A00002628,64,Issuance After Transaction,2014-02-06,3172
A00003898,70,Monthly Issuance,2014-02-07,4700
A00006472,61,Monthly Issuance,2014-02-08,7814
A00001770,65,Monthly Issuance,2014-02-08,2146
A00002472,60,Monthly Issuance,2014-02-08,2984
A00002472,60,Monthly Issuance,2014-02-08,2985
A00001159,49,Monthly Issuance,2014-02-09,1394
A00001159,49,Monthly Issuance,2014-02-09,1395
A00004418,66,Monthly Issuance,2014-02-09,5325
A00004418,66,Monthly Issuance,2014-02-09,5326
A00001470,19,Monthly Issuance,2014-02-10,1782
A00001813,47,Monthly Issuance,2014-02-11,2197
A00004416,14,Monthly Issuance,2014-02-12,5323
A00002315,75,Monthly Issuance,2014-02-13,2801
A00003876,69,Monthly Issuance,2014-02-13,4673
A00004329,1,Monthly Issuance,2014-02-17,5213
A00003184,1,Monthly Issuance,2014-02-18,3849
A00000370,25,Monthly Issuance,2014-02-18,450
A00001317,56,Monthly Issuance,2014-02-18,1592
A00001317,56,Monthly Issuance,2014-02-18,1593
A00002675,1,Monthly Issuance,2014-02-19,3230
A00003840,76,Monthly Issuance,2014-02-19,4629
A00003840,76,Monthly Issuance,2014-02-19,4630
A00004009,56,Monthly Issuance,2014-02-20,4832
A00003886,1,Monthly Issuance,2014-02-20,4684
A00003445,1,Monthly Issuance,2014-02-22,4166
A00002482,1,Monthly Issuance,2014-02-23,2997
A00002361,28,Monthly Issuance,2014-02-25,2853
A00000974,29,Monthly Issuance,2014-02-25,1174
A00002959,8,Monthly Issuance,2014-02-25,3573
A00001880,76,Monthly Issuance,2014-02-25,2281
A00003355,70,Monthly Issuance,2014-02-26,4057
A00002501,30,Monthly Issuance,2014-02-26,3019
A00001073,73,Monthly Issuance,2014-02-27,1288
A00008558,1,Issuance After Transaction,2014-02-27,10555
A00003101,1,Monthly Issuance,2014-02-27,3750
A00002568,17,Monthly Issuance,2014-03-02,3099
A00001169,49,Issuance After Transaction,2014-03-02,1408
A00003684,23,Monthly Issuance,2014-03-04,4442
A00001406,50,Monthly Issuance,2014-03-04,1703
A00001406,50,Monthly Issuance,2014-03-04,1704
A00000071,1,Monthly Issuance,2014-03-05,83
A00000071,1,Monthly Issuance,2014-03-05,84
A00003528,10,Monthly Issuance,2014-03-05,4259
A00003405,36,Monthly Issuance,2014-03-07,4116
A00006118,1,Weekly Issuance,2014-03-07,7390
A00002382,59,Monthly Issuance,2014-03-08,2877
A00001570,1,Monthly Issuance,2014-03-12,1903
A00001511,51,Issuance After Transaction,2014-03-13,1831
A00001237,9,Monthly Issuance,2014-03-13,1492
A00003307,30,Monthly Issuance,2014-03-13,3999
A00003378,55,Monthly Issuance,2014-03-14,4084
A00003378,55,Monthly Issuance,2014-03-14,4085
A00000989,19,Monthly Issuance,2014-03-14,1193
A00003253,71,Issuance After Transaction,2014-03-15,3935
A00001626,3,Monthly Issuance,2014-03-15,1971
A00000289,1,Monthly Issuance,2014-03-17,351
A00001987,54,Monthly Issuance,2014-03-17,2414
A00001987,54,Monthly Issuance,2014-03-17,2415
A00000817,5,Monthly Issuance,2014-03-18,981
A00002228,34,Monthly Issuance,2014-03-19,2700
A00000904,1,Monthly Issuance,2014-03-20,1089
A00003824,41,Monthly Issuance,2014-03-20,4608
A00003599,63,Monthly Issuance,2014-03-20,4342
A00000022,1,Monthly Issuance,2014-03-23,28
A00000470,64,Monthly Issuance,2014-03-23,565
A00001273,37,Monthly Issuance,2014-03-25,1536
A00000237,50,Monthly Issuance,2014-03-25,287
A00000059,43,Monthly Issuance,2014-03-27,68
A00000572,32,Monthly Issuance,2014-03-27,686
A00000572,32,Monthly Issuance,2014-03-27,687
A00001269,52,Monthly Issuance,2014-03-28,1531
A00001269,52,Monthly Issuance,2014-03-28,1532
A00000855,1,Monthly Issuance,2014-03-28,1030
A00003183,45,Monthly Issuance,2014-04-01,3848
A00001969,5,Monthly Issuance,2014-04-02,2394
A00002799,54,Weekly Issuance,2014-04-03,3382
A00002799,54,Weekly Issuance,2014-04-03,3383
A00001042,43,Monthly Issuance,2014-04-03,1250
A00001158,50,Monthly Issuance,2014-04-03,1392
A00001158,50,Monthly Issuance,2014-04-03,1393
A00002713,26,Monthly Issuance,2014-04-03,3274
A00002713,26,Monthly Issuance,2014-04-03,3275
A00000740,28,Monthly Issuance,2014-04-04,888
A00000493,26,Monthly Issuance,2014-04-05,592
A00002067,76,Monthly Issuance,2014-04-07,2506
A00003804,7,Monthly Issuance,2014-04-07,4584
A00004259,66,Monthly Issuance,2014-04-08,5133
A00002886,1,Monthly Issuance,2014-04-08,3488
A00000761,43,Monthly Issuance,2014-04-09,911
A00001918,24,Monthly Issuance,2014-04-10,2328
A00003036,10,Monthly Issuance,2014-04-10,3669
A00003259,1,Monthly Issuance,2014-04-11,3943
A00004408,71,Weekly Issuance,2014-04-11,5312
A00004408,71,Weekly Issuance,2014-04-11,5313
A00002009,17,Monthly Issuance,2014-04-14,2440
A00001194,1,Monthly Issuance,2014-04-15,1440
A00003718,63,Monthly Issuance,2014-04-16,4483
A00003201,4,Monthly Issuance,2014-04-17,3870
A00003201,4,Monthly Issuance,2014-04-17,3871
A00000460,1,Monthly Issuance,2014-04-18,552
A00000460,1,Monthly Issuance,2014-04-18,553
A00000784,59,Monthly Issuance,2014-04-19,938
A00003714,2,Weekly Issuance,2014-04-21,4479
A00002154,63,Monthly Issuance,2014-04-21,2607
A00001256,38,Monthly Issuance,2014-04-21,1516
A00001353,51,Monthly Issuance,2014-04-21,1640
A00001820,10,Monthly Issuance,2014-04-22,2206
A00002494,74,Monthly Issuance,2014-04-23,3011
A00002399,1,Monthly Issuance,2014-04-26,2896
A00000343,18,Monthly Issuance,2014-04-26,420
A00000575,38,Monthly Issuance,2014-04-26,690
A00000575,38,Monthly Issuance,2014-04-26,691
A00000900,48,Monthly Issuance,2014-04-26,1083
A00000900,48,Monthly Issuance,2014-04-26,1084
A00001467,37,Monthly Issuance,2014-04-27,1779
A00000031,68,Monthly Issuance,2014-04-27,39
A00001375,19,Monthly Issuance,2014-04-27,1663
A00001371,1,Monthly Issuance,2014-04-27,1659
A00000844,53,Monthly Issuance,2014-04-28,1018
A00000908,62,Monthly Issuance,2014-04-29,1093
A00003134,48,Monthly Issuance,2014-04-29,3790
A00002092,1,Monthly Issuance,2014-04-29,2535
A00003747,1,Monthly Issuance,2014-05-01,4520
A00000277,32,Issuance After Transaction,2014-05-01,334
A00003595,30,Monthly Issuance,2014-05-01,4338
A00002511,40,Monthly Issuance,2014-05-01,3031
A00002511,40,Monthly Issuance,2014-05-01,3032
A00001388,29,Monthly Issuance,2014-05-02,1680
A00004245,52,Monthly Issuance,2014-05-02,5117
A00003838,3,Monthly Issuance,2014-05-02,4626
A00000543,64,Monthly Issuance,2014-05-03,654
A00003653,31,Monthly Issuance,2014-05-03,4404
A00000524,61,Monthly Issuance,2014-05-03,630
A00000082,26,Monthly Issuance,2014-05-03,97
A00003912,2,Monthly Issuance,2014-05-04,4718
A00001949,41,Monthly Issuance,2014-05-04,2370
A00001865,1,Monthly Issuance,2014-05-04,2263
A00000451,11,Monthly Issuance,2014-05-05,543
A00000050,1,Monthly Issuance,2014-05-06,59
A00001184,14,Monthly Issuance,2014-05-06,1427
A00000363,1,Monthly Issuance,2014-05-06,441
A00002454,8,Monthly Issuance,2014-05-07,2964
A00002847,75,Monthly Issuance,2014-05-08,3441
A00002740,14,Monthly Issuance,2014-05-08,3307
A00001871,48,Monthly Issuance,2014-05-10,2269
A00008405,20,Monthly Issuance,2014-05-10,10382
A00000266,47,Monthly Issuance,2014-05-11,321
A00001879,10,Monthly Issuance,2014-05-13,2280
A00002259,64,Monthly Issuance,2014-05-14,2735
A00000609,63,Monthly Issuance,2014-05-15,729
A00000609,63,Monthly Issuance,2014-05-15,730
A00009750,74,Monthly Issuance,2014-05-16,12003
A00002375,29,Monthly Issuance,2014-05-16,2870
A00000216,38,Monthly Issuance,2014-05-16,261
A00000056,50,Monthly Issuance,2014-05-16,65
A00007824,60,Monthly Issuance,2014-05-17,9675
A00000649,69,Weekly Issuance,2014-05-17,779
A00002996,54,Monthly Issuance,2014-05-17,3618
A00001509,51,Monthly Issuance,2014-05-19,1829
A00002170,1,Issuance After Transaction,2014-05-19,2626
A00002001,75,Monthly Issuance,2014-05-19,2431
A00002903,38,Monthly Issuance,2014-05-19,3508
A00002903,38,Monthly Issuance,2014-05-19,3509
A00003717,56,Monthly Issuance,2014-05-20,4482
A00004195,67,Monthly Issuance,2014-05-21,5056
A00002496,51,Monthly Issuance,2014-05-21,3013
A00002496,51,Monthly Issuance,2014-05-21,3014
A00009583,31,Weekly Issuance,2014-05-22,11794
A00009583,31,Weekly Issuance,2014-05-22,11795
A00003636,21,Monthly Issuance,2014-05-22,4385
A00001826,5,Monthly Issuance,2014-05-22,2214
A00002227,31,Weekly Issuance,2014-05-22,2698
A00002227,31,Weekly Issuance,2014-05-22,2699
A00002749,1,Monthly Issuance,2014-05-23,3319
A00002749,1,Monthly Issuance,2014-05-23,3320
A00000535,35,Monthly Issuance,2014-05-24,644
A00004066,72,Monthly Issuance,2014-05-24,4901
A00002662,71,Monthly Issuance,2014-05-24,3214
A00001053,57,Monthly Issuance,2014-05-25,1265
A00011333,8,Monthly Issuance,2014-05-26,13931
A00001838,68,Monthly Issuance,2014-05-26,2229
A00003037,44,Monthly Issuance,2014-05-26,3670
A00003372,23,Monthly Issuance,2014-05-26,4078
A00000985,32,Monthly Issuance,2014-05-29,1187
A00000985,32,Monthly Issuance,2014-05-29,1188
A00006924,74,Monthly Issuance,2014-06-01,8359
A00003484,22,Monthly Issuance,2014-06-01,4211
A00000700,20,Monthly Issuance,2014-06-01,840
A00003289,1,Monthly Issuance,2014-06-02,3980
A00002638,5,Monthly Issuance,2014-06-02,3184
A00008316,70,Monthly Issuance,2014-06-04,10269
A00001634,77,Monthly Issuance,2014-06-04,1980
A00004825,15,Monthly Issuance,2014-06-04,5826
A00004825,15,Monthly Issuance,2014-06-04,5827
A00003650,8,Monthly Issuance,2014-06-05,4401
A00010942,44,Weekly Issuance,2014-06-05,13451
A00002922,16,Monthly Issuance,2014-06-06,3530
A00000693,2,Monthly Issuance,2014-06-06,831
A00002260,1,Monthly Issuance,2014-06-07,2736
A00000538,70,Monthly Issuance,2014-06-07,648
A00000548,16,Monthly Issuance,2014-06-07,660
A00000548,16,Monthly Issuance,2014-06-07,661
A00000941,8,Monthly Issuance,2014-06-08,1135
A00002155,58,Monthly Issuance,2014-06-08,2608
A00004519,8,Monthly Issuance,2014-06-08,5450
A00003539,42,Monthly Issuance,2014-06-08,4272
A00006511,72,Monthly Issuance,2014-06-10,7863
A00002569,2,Monthly Issuance,2014-06-10,3100
A00000043,36,Monthly Issuance,2014-06-12,51
A00001047,46,Monthly Issuance,2014-06-13,1256
A00003479,22,Monthly Issuance,2014-06-14,4206
A00002868,1,Monthly Issuance,2014-06-15,3466
A00002868,1,Monthly Issuance,2014-06-15,3467
A00004328,72,Monthly Issuance,2014-06-17,5212
A00005628,61,Monthly Issuance,2014-06-17,6798
A00003160,22,Monthly Issuance,2014-06-19,3821
A00001856,26,Monthly Issuance,2014-06-19,2251
A00000154,46,Monthly Issuance,2014-06-21,186
A00003030,65,Monthly Issuance,2014-06-22,3660
A00001938,1,Monthly Issuance,2014-06-25,2354
A00001870,10,Monthly Issuance,2014-06-25,2268
A00003275,74,Monthly Issuance,2014-06-29,3964
A00008492,2,Monthly Issuance,2014-06-29,10479
A00010093,1,Weekly Issuance,2014-07-01,12416
A00010093,1,Weekly Issuance,2014-07-01,12417
A00003805,9,Monthly Issuance,2014-07-02,4585
A00003805,9,Monthly Issuance,2014-07-02,4586
A00000200,17,Monthly Issuance,2014-07-03,242
A00002471,6,Monthly Issuance,2014-07-03,2982
A00002471,6,Monthly Issuance,2014-07-03,2983
A00000352,39,Monthly Issuance,2014-07-04,430
A00001291,1,Monthly Issuance,2014-07-04,1561
A00001291,1,Monthly Issuance,2014-07-04,1562
A00000161,28,Monthly Issuance,2014-07-04,194
A00000711,70,Monthly Issuance,2014-07-06,853
A00000964,26,Monthly Issuance,2014-07-08,1162
A00001012,65,Monthly Issuance,2014-07-09,1216
A00004276,43,Monthly Issuance,2014-07-09,5152
A00000901,60,Monthly Issuance,2014-07-10,1085
A00007765,52,Weekly Issuance,2014-07-10,9606
A00000090,1,Monthly Issuance,2014-07-13,107
A00005574,13,Weekly Issuance,2014-07-14,6731
A00000741,54,Monthly Issuance,2014-07-14,889
A00002819,35,Monthly Issuance,2014-07-16,3407
A00002819,35,Monthly Issuance,2014-07-16,3408
A00000478,58,Monthly Issuance,2014-07-16,575
A00000478,58,Monthly Issuance,2014-07-16,576
A00002615,68,Monthly Issuance,2014-07-17,3156
A00003503,1,Monthly Issuance,2014-07-17,4231
A00003921,18,Monthly Issuance,2014-07-17,4729
A00000662,21,Monthly Issuance,2014-07-18,793
A00000662,21,Monthly Issuance,2014-07-18,794
A00002654,56,Monthly Issuance,2014-07-21,3202
A00009627,65,Issuance After Transaction,2014-07-22,11851
A00002470,16,Monthly Issuance,2014-07-23,2981
A00000427,8,Monthly Issuance,2014-07-24,513
A00000427,8,Monthly Issuance,2014-07-24,514
A00000709,19,Monthly Issuance,2014-07-25,850
A00000629,31,Monthly Issuance,2014-07-25,756
A00002606,1,Monthly Issuance,2014-07-27,3144
A00002606,1,Monthly Issuance,2014-07-27,3145
A00006738,62,Monthly Issuance,2014-07-28,8130
A00002912,74,Monthly Issuance,2014-07-30,3519
A00004995,20,Weekly Issuance,2014-08-01,6034
A00001022,33,Weekly Issuance,2014-08-01,1226
A00001022,33,Weekly Issuance,2014-08-01,1227
A00001797,24,Monthly Issuance,2014-08-01,2177
A00003497,76,Monthly Issuance,2014-08-02,4225
A00001848,1,Monthly Issuance,2014-08-04,2242
A00001848,1,Monthly Issuance,2014-08-04,2243
A00000582,12,Monthly Issuance,2014-08-05,700
A00003167,18,Monthly Issuance,2014-08-08,3830
A00001579,57,Monthly Issuance,2014-08-09,1912
A00000610,74,Monthly Issuance,2014-08-11,731
A00000610,74,Monthly Issuance,2014-08-11,732
A00003536,24,Monthly Issuance,2014-08-11,4267
A00003536,24,Monthly Issuance,2014-08-11,4268
A00001017,14,Monthly Issuance,2014-08-11,1221
A00003017,75,Monthly Issuance,2014-08-12,3644
A00003112,38,Monthly Issuance,2014-08-12,3763
A00003112,38,Monthly Issuance,2014-08-12,3764
A00001360,71,Monthly Issuance,2014-08-14,1647
A00002747,1,Monthly Issuance,2014-08-14,3316
A00002747,1,Monthly Issuance,2014-08-14,3317
A00009192,1,Monthly Issuance,2014-08-16,11319
A00001398,62,Monthly Issuance,2014-08-18,1692
A00001246,58,Monthly Issuance,2014-08-18,1503
A00001246,58,Monthly Issuance,2014-08-18,1504
A00001592,38,Monthly Issuance,2014-08-18,1930
A00003728,10,Monthly Issuance,2014-08-18,4496
A00003728,10,Monthly Issuance,2014-08-18,4497
A00004131,5,Monthly Issuance,2014-08-19,4974
A00004131,5,Monthly Issuance,2014-08-19,4975
A00000377,70,Monthly Issuance,2014-08-19,457
A00001911,68,Monthly Issuance,2014-08-21,2321
A00000635,21,Monthly Issuance,2014-08-21,762
A00003625,3,Monthly Issuance,2014-08-22,4372
A00003425,70,Monthly Issuance,2014-08-24,4140
A00001327,65,Monthly Issuance,2014-08-24,1606
A00008776,64,Monthly Issuance,2014-08-24,10818
A00002798,70,Monthly Issuance,2014-08-24,3381
A00002401,16,Monthly Issuance,2014-08-26,2899
A00003612,70,Monthly Issuance,2014-08-27,4358
A00004580,9,Monthly Issuance,2014-08-27,5521
A00003226,65,Monthly Issuance,2014-08-28,3902
A00007523,63,Monthly Issuance,2014-08-29,9316
A00003533,74,Monthly Issuance,2014-08-29,4264
A00000422,53,Weekly Issuance,2014-08-29,508
A00003608,72,Weekly Issuance,2014-08-30,4352
A00001105,55,Monthly Issuance,2014-09-01,1326
A00002596,1,Monthly Issuance,2014-09-02,3132
A00009006,40,Weekly Issuance,2014-09-02,11093
A00003579,53,Monthly Issuance,2014-09-02,4317
A00000710,25,Monthly Issuance,2014-09-02,851
A00000710,25,Monthly Issuance,2014-09-02,852
A00007546,43,Monthly Issuance,2014-09-03,9346
A00001766,28,Monthly Issuance,2014-09-03,2141
A00001292,3,Monthly Issuance,2014-09-03,1563
A00003797,64,Monthly Issuance,2014-09-03,4577
A00003478,30,Monthly Issuance,2014-09-04,4205
A00008899,1,Weekly Issuance,2014-09-05,10963
A00001975,19,Monthly Issuance,2014-09-07,2400
A00003049,61,Monthly Issuance,2014-09-08,3686
A00003730,17,Monthly Issuance,2014-09-08,4500
A00001714,72,Monthly Issuance,2014-09-08,2079
A00000518,74,Monthly Issuance,2014-09-09,622
A00006321,1,Monthly Issuance,2014-09-10,7632
A00003926,72,Monthly Issuance,2014-09-11,4734
A00003926,72,Monthly Issuance,2014-09-11,4735
A00001878,52,Weekly Issuance,2014-09-13,2279
A00003712,3,Monthly Issuance,2014-09-13,4476
A00002030,51,Monthly Issuance,2014-09-13,2465
A00003869,72,Monthly Issuance,2014-09-13,4663
A00001908,20,Monthly Issuance,2014-09-13,2318
A00003142,2,Monthly Issuance,2014-09-14,3799
A00001301,18,Monthly Issuance,2014-09-15,1574
A00003288,54,Monthly Issuance,2014-09-15,3979
A00000318,36,Monthly Issuance,2014-09-16,388
A00003336,51,Monthly Issuance,2014-09-19,4033
A00001653,1,Monthly Issuance,2014-09-19,2004
A00000577,29,Monthly Issuance,2014-09-20,694
A00002960,19,Monthly Issuance,2014-09-20,3574
A00002267,54,Weekly Issuance,2014-09-20,2745
A00001989,48,Monthly Issuance,2014-09-21,2417
A00001352,1,Monthly Issuance,2014-09-23,1639
A00000851,15,Monthly Issuance,2014-09-23,1025
A00000716,47,Monthly Issuance,2014-09-25,858
A00003555,32,Monthly Issuance,2014-09-26,4290
A00000006,51,Monthly Issuance,2014-09-27,8
A00001828,1,Monthly Issuance,2014-09-28,2216
A00001828,1,Monthly Issuance,2014-09-28,2217
A00001333,21,Monthly Issuance,2014-09-29,1614
A00011359,61,Monthly Issuance,2014-10-01,13968
A00003457,54,Monthly Issuance,2014-10-01,4179
A00002627,76,Monthly Issuance,2014-10-02,3170
A00002627,76,Monthly Issuance,2014-10-02,3171
A00002025,19,Monthly Issuance,2014-10-02,2460
A00003975,20,Monthly Issuance,2014-10-02,4794
A00002905,74,Monthly Issuance,2014-10-03,3511
A00003827,1,Monthly Issuance,2014-10-04,4611
A00000939,55,Monthly Issuance,2014-10-04,1131
A00000939,55,Monthly Issuance,2014-10-04,1132
A00001421,71,Monthly Issuance,2014-10-05,1723
A00001934,46,Monthly Issuance,2014-10-05,2349
A00001934,46,Monthly Issuance,2014-10-05,2350
A00003878,23,Monthly Issuance,2014-10-07,4675
A00002363,47,Monthly Issuance,2014-10-07,2856
A00001559,14,Monthly Issuance,2014-10-08,1890
A00002195,73,Monthly Issuance,2014-10-08,2657
A00001205,73,Monthly Issuance,2014-10-08,1454
A00001205,73,Monthly Issuance,2014-10-08,1455
A00002059,37,Monthly Issuance,2014-10-08,2498
A00002333,45,Monthly Issuance,2014-10-08,2821
A00003074,74,Weekly Issuance,2014-10-08,3716
A00002840,15,Monthly Issuance,2014-10-09,3432
A00002430,3,Monthly Issuance,2014-10-09,2936
A00002463,56,Monthly Issuance,2014-10-11,2974
A00003860,4,Monthly Issuance,2014-10-11,4653
A00002788,54,Monthly Issuance,2014-10-12,3366
A00002788,54,Monthly Issuance,2014-10-12,3367
A00008127,37,Monthly Issuance,2014-10-13,10040
A00008127,37,Monthly Issuance,2014-10-13,10041
A00000596,31,Monthly Issuance,2014-10-13,714
A00003622,53,Monthly Issuance,2014-10-15,4369
A00001312,23,Monthly Issuance,2014-10-15,1587
A00002742,23,Monthly Issuance,2014-10-15,3310
A00000654,63,Monthly Issuance,2014-10-16,785
A00004283,39,Monthly Issuance,2014-10-16,5159
A00002924,56,Monthly Issuance,2014-10-16,3532
A00003756,39,Weekly Issuance,2014-10-17,4532
A00002790,1,Monthly Issuance,2014-10-18,3369
A00000067,16,Monthly Issuance,2014-10-19,78
A00002949,1,Monthly Issuance,2014-10-21,3562
A00002949,1,Monthly Issuance,2014-10-21,3563
A00003849,75,Monthly Issuance,2014-10-21,4640
A00005422,66,Monthly Issuance,2014-10-22,6544
A00005422,66,Monthly Issuance,2014-10-22,6545
A00000988,10,Monthly Issuance,2014-10-22,1192
A00003058,44,Monthly Issuance,2014-10-23,3698
A00001958,40,Monthly Issuance,2014-10-24,2380
A00001958,40,Monthly Issuance,2014-10-24,2381
A00001441,50,Monthly Issuance,2014-10-25,1749
A00001109,66,Monthly Issuance,2014-10-27,1330
A00002536,41,Monthly Issuance,2014-10-28,3062
A00001295,15,Monthly Issuance,2014-10-28,1566
A00003419,1,Monthly Issuance,2014-10-29,4134
A00001993,68,Monthly Issuance,2014-10-30,2422
A00001076,1,Monthly Issuance,2014-10-30,1291
A00000960,4,Issuance After Transaction,2014-11-02,1157
A00000201,63,Monthly Issuance,2014-11-02,243
A00001168,29,Monthly Issuance,2014-11-03,1406
A00001168,29,Monthly Issuance,2014-11-03,1407
A00002365,42,Monthly Issuance,2014-11-04,2858
A00000973,54,Monthly Issuance,2014-11-05,1172
A00000973,54,Monthly Issuance,2014-11-05,1173
A00003663,67,Monthly Issuance,2014-11-06,4416
A00003576,58,Monthly Issuance,2014-11-07,4314
A00004082,49,Monthly Issuance,2014-11-08,4919
A00002541,57,Monthly Issuance,2014-11-08,3067
A00002541,57,Monthly Issuance,2014-11-08,3068
A00004476,24,Monthly Issuance,2014-11-10,5399
A00002572,64,Issuance After Transaction,2014-11-13,3103
A00002377,77,Monthly Issuance,2014-11-13,2872
A00001554,47,Monthly Issuance,2014-11-15,1885
A00005632,5,Weekly Issuance,2014-11-15,6803
A00005632,5,Weekly Issuance,2014-11-15,6804
A00000940,37,Monthly Issuance,2014-11-15,1133
A00000940,37,Monthly Issuance,2014-11-15,1134
A00001583,69,Issuance After Transaction,2014-11-17,1917
A00002218,19,Monthly Issuance,2014-11-21,2686
A00002218,19,Monthly Issuance,2014-11-21,2687
A00001708,22,Monthly Issuance,2014-11-21,2073
A00000449,19,Monthly Issuance,2014-11-22,540
A00000449,19,Monthly Issuance,2014-11-22,541
A00002044,6,Monthly Issuance,2014-11-23,2481
A00011186,12,Monthly Issuance,2014-11-24,13750
A00011186,12,Monthly Issuance,2014-11-24,13751
A00000029,7,Monthly Issuance,2014-11-24,36
